,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
7837,28,4,278345,14,5,4,3,3,4,1,0,0,40,39,0
7838,55,4,189658,15,7,2,6,1,4,1,0,0,60,39,0
7839,31,4,95059,11,13,2,4,1,4,1,2800,0,20,40,0
7840,37,2,399551,5,9,4,0,0,4,1,0,0,40,39,0
7841,35,0,74365,12,3,2,4,0,4,0,0,0,50,39,0
7842,32,4,118709,11,14,0,8,4,4,0,0,0,28,38,0
7843,37,6,62540,11,9,2,0,0,4,0,0,0,43,39,0
7844,55,4,136446,15,11,1,12,3,4,0,0,0,47,39,0
7845,24,4,109840,9,13,0,3,1,4,0,7600,0,50,10,0
7846,35,7,24109,11,9,2,12,1,4,1,0,0,40,39,0
7847,40,4,290170,11,12,4,1,5,4,1,0,0,40,39,0
7848,31,5,145315,11,10,5,0,0,4,0,0,1934,40,39,0
7849,24,0,204440,15,9,2,1,4,4,1,3200,0,18,39,0
7850,58,4,245827,11,10,0,7,1,4,0,0,0,40,39,0
7851,50,2,195571,9,10,4,3,3,4,1,0,0,40,39,0
7852,49,2,189658,3,9,0,10,0,4,0,0,0,40,39,0
7853,41,4,74365,9,12,2,3,1,2,0,0,0,40,39,0
7854,39,4,139402,12,14,6,10,0,4,1,0,0,72,39,0
7855,28,6,30022,11,6,2,0,0,4,0,0,4278,40,39,0
7856,30,4,139402,11,9,2,13,0,4,1,0,0,35,41,0
7857,62,6,198527,11,9,2,4,0,4,1,0,0,47,39,0
7858,42,8,163052,11,9,4,1,1,4,1,0,0,7,39,0
7859,17,4,358164,11,9,4,3,4,4,0,4200,0,60,39,0
7860,30,4,89147,15,7,0,1,5,4,0,0,0,25,39,0
7861,53,4,83234,11,12,4,6,0,2,1,0,0,40,39,0
7862,45,4,163052,11,10,4,10,0,4,0,0,0,40,39,0
7863,33,4,266520,11,11,4,3,1,4,1,0,0,37,39,0
7864,26,2,236958,11,10,2,4,1,2,0,0,0,31,39,0
7865,60,2,130534,15,9,4,1,0,2,0,0,0,50,39,0
7866,49,4,100971,15,12,2,5,0,4,1,0,0,20,1,0
7867,20,4,260608,11,13,0,3,1,4,1,0,0,37,39,0
7868,42,4,248783,11,15,6,14,0,4,0,0,0,67,7,0
7869,40,4,396595,6,8,4,7,0,4,0,0,1890,50,39,0
7870,42,4,248783,11,10,0,3,1,2,1,0,0,30,39,0
7871,53,7,139402,9,9,4,8,1,4,0,6400,0,40,39,0
7872,34,4,287214,11,13,4,14,3,4,1,0,0,40,39,0
7873,30,4,331558,11,9,2,7,3,4,0,0,0,40,39,0
7874,52,0,269477,11,10,4,6,1,4,0,0,0,40,39,0
7875,51,4,231046,11,13,5,3,0,4,0,0,0,6,39,0
7876,52,4,130534,9,9,2,1,0,4,1,0,0,40,39,0
7877,60,4,239914,0,10,2,13,1,2,1,7400,0,40,39,0
7878,26,4,473457,11,9,0,1,4,4,1,0,0,40,39,0
7879,38,4,74365,11,9,2,10,4,2,0,0,0,40,39,0
7880,34,4,145315,11,5,2,14,4,4,1,3200,0,32,39,0
7881,67,6,142359,15,13,4,10,1,4,1,0,0,38,39,0
7882,28,4,207396,15,9,2,4,0,4,0,0,1542,7,39,0
7883,32,4,145315,11,9,2,1,0,4,1,0,0,40,39,0
7884,38,4,89147,6,10,4,5,1,4,1,0,0,40,39,0
7885,31,6,145315,15,9,6,8,0,4,1,0,0,40,39,0
7886,27,4,50716,1,7,0,1,0,1,1,0,0,40,39,0
7887,63,6,157140,9,10,2,13,0,4,0,0,0,25,39,0
7888,39,4,139402,9,9,2,11,4,4,0,0,0,40,38,0
7889,58,4,355207,11,14,6,3,0,4,0,0,0,40,27,0
7890,32,4,446851,9,10,0,1,1,4,0,0,0,40,39,0
7891,33,4,168965,8,10,4,1,0,4,0,0,0,34,24,0
7892,50,4,166009,11,9,4,13,0,2,0,2600,0,40,6,0
7893,51,2,62540,15,14,0,8,1,4,1,0,0,40,39,0
7894,27,2,299039,11,13,4,7,0,4,1,0,0,60,39,0
7895,26,4,310864,11,7,0,1,0,4,1,6600,0,49,39,0
7896,30,4,171921,15,5,4,3,0,4,0,0,0,55,39,0
7897,33,6,198527,8,15,4,10,4,4,1,0,0,44,39,0
7898,23,6,168965,11,9,4,3,1,4,1,26800,0,40,39,1
7899,62,6,127578,15,2,4,3,0,4,1,0,0,40,39,0
7900,29,4,133490,9,6,2,7,1,4,0,0,0,22,39,0
7901,23,5,331558,15,11,4,0,1,1,1,0,0,79,39,0
7902,54,4,180790,9,10,4,1,1,4,0,5200,0,40,39,0
7903,37,4,234002,9,10,4,6,0,4,1,0,0,40,39,0
7904,49,4,322689,9,12,2,8,4,4,0,0,0,18,39,0
7905,29,4,301995,15,5,2,8,1,4,0,0,0,40,39,0
7906,51,4,204440,9,7,2,12,0,4,0,0,0,44,39,0
7907,28,6,219221,9,3,2,3,0,4,1,0,0,40,39,0
7908,28,2,245827,9,11,3,12,0,4,0,0,0,32,39,0
7909,41,0,207396,11,10,2,10,0,2,0,0,0,45,39,0
7910,58,4,24109,0,9,4,4,1,4,1,0,0,60,39,0
7911,18,4,168965,9,3,0,3,0,4,0,0,0,40,39,0
7912,35,6,180790,11,9,2,1,1,4,1,0,0,40,39,0
7913,40,4,213308,11,13,6,0,3,4,1,0,0,40,39,0
7914,69,5,331558,8,11,2,3,0,4,0,99400,0,50,39,1
7915,45,0,106884,11,9,4,0,0,4,0,0,0,18,39,0
7916,44,4,62540,15,10,0,3,1,4,0,0,0,60,35,0
7917,48,4,278345,9,9,0,10,0,4,1,0,0,52,39,0
7918,56,4,171921,9,12,4,1,1,4,1,0,0,35,39,0
7919,30,4,222177,11,10,0,3,1,4,0,0,0,27,39,0
7920,58,5,251739,12,9,2,3,0,4,0,6400,0,8,39,0
7921,24,4,245827,9,13,4,5,0,2,1,0,0,69,39,0
7922,49,4,239914,9,9,4,5,3,4,1,0,0,47,39,0
7923,33,4,204440,15,13,4,10,1,4,0,0,0,42,39,0
7924,37,4,449807,11,9,3,1,0,4,0,0,0,50,39,0
7925,59,7,77322,12,10,4,7,3,4,1,0,0,40,39,0
7926,25,4,177833,15,9,4,8,1,4,1,0,0,37,28,0
7927,57,4,284258,12,10,4,1,3,4,1,0,0,60,39,0
7928,42,4,38891,15,4,4,1,0,4,1,0,0,50,39,0
7929,90,6,77322,7,13,2,4,0,4,1,0,1472,44,39,0
7930,35,4,266520,15,13,4,0,2,4,1,0,0,40,39,0
7931,44,2,260608,11,10,0,4,1,4,0,0,0,27,39,0
7932,21,2,207396,15,9,6,7,1,4,0,0,0,50,39,0
7933,41,4,183746,8,13,5,8,4,4,0,0,0,21,39,0
7934,48,4,115753,11,9,4,8,0,4,1,0,0,40,39,0
7935,44,4,163052,11,10,0,1,0,4,0,0,0,46,39,0
7936,27,4,133490,11,12,2,12,0,4,1,0,0,30,39,0
7937,25,7,77322,11,9,2,4,1,4,0,0,0,40,39,0
7938,31,4,346339,0,10,4,10,1,4,1,0,0,41,39,0
7939,55,7,257652,9,9,2,12,1,4,1,0,1620,40,39,0
7940,30,4,148271,13,10,4,3,0,4,0,0,0,50,39,0
7941,18,4,189658,11,6,2,7,0,4,1,0,0,60,39,0
7942,50,4,269477,9,14,0,8,4,4,1,0,0,34,39,0
7943,20,1,174877,8,9,2,10,0,2,1,0,0,18,39,0
7944,17,4,304951,15,9,2,12,0,4,0,0,0,40,39,0
7945,54,4,390682,1,9,2,12,0,4,1,0,0,40,39,0
7946,40,4,281302,1,13,2,8,1,4,1,0,0,40,39,0
7947,41,2,109840,11,13,4,4,4,1,1,0,0,8,39,0
7948,35,4,168965,9,14,0,13,0,4,0,0,0,50,39,0
7949,46,4,213308,9,10,4,12,0,4,1,0,0,40,39,0
7950,75,4,168965,6,9,4,3,0,4,1,0,0,28,39,0
7951,41,4,216265,5,9,2,14,3,4,1,0,0,14,39,0
7952,26,4,41847,15,13,5,3,2,4,0,0,0,40,39,0
7953,32,4,56628,12,13,2,12,0,4,1,0,0,10,39,0
7954,23,2,301995,15,5,4,4,0,4,1,0,0,33,39,0
7955,43,4,485282,11,14,2,3,3,2,0,0,0,40,39,0
7956,47,2,219221,11,2,0,10,3,4,1,0,0,40,39,0
7957,44,4,284258,15,6,2,0,4,2,1,0,0,16,39,0
7958,21,4,80278,11,13,2,10,0,4,1,0,0,40,39,0
7959,37,4,127578,5,7,2,14,0,4,1,0,0,67,39,0
7960,51,4,269477,5,8,6,4,1,4,1,0,0,50,36,0
7961,47,5,157140,7,12,4,12,1,4,1,0,0,58,28,0
7962,24,4,369989,12,9,4,12,5,4,0,0,1786,60,39,0
7963,61,4,183746,7,9,4,8,0,4,1,0,0,40,39,0
7964,36,4,251739,0,12,2,12,4,4,1,0,0,35,39,0
7965,49,4,145315,12,14,2,7,0,4,1,0,0,40,39,0
7966,26,4,47759,11,10,5,7,0,1,0,0,0,59,39,0
7967,41,4,168965,8,9,2,3,0,4,1,0,0,43,38,0
7968,43,7,225133,15,13,4,1,0,4,1,0,0,50,39,0
7969,28,4,56628,15,12,2,4,0,2,0,0,0,50,39,0
7970,40,4,340426,11,9,5,1,0,4,1,0,0,40,39,0
7971,41,5,56628,0,6,4,10,0,4,0,8400,0,40,38,1
7972,37,4,180790,15,3,4,8,0,4,1,0,0,40,39,0
7973,40,4,219221,15,13,4,10,1,4,1,0,0,46,39,0
7974,27,4,130534,9,9,5,8,0,4,1,0,0,39,39,0
7975,39,0,168965,11,2,5,12,0,4,1,0,0,60,39,0
7976,24,4,201483,11,13,4,12,3,4,0,0,0,20,39,0
7977,26,2,183746,11,10,4,3,2,4,0,0,0,40,39,0
7978,30,2,251739,12,9,2,4,3,4,1,0,0,21,39,0
7979,56,6,177833,0,9,2,10,3,4,1,0,0,40,38,0
7980,45,6,56628,9,9,0,4,0,4,1,0,0,40,39,0
7981,21,4,115753,1,10,4,1,1,4,0,0,0,44,39,0
7982,26,4,166009,1,10,2,4,4,4,1,0,0,60,39,0
7983,41,4,269477,4,9,2,7,1,4,1,0,0,40,39,0
7984,44,4,387726,11,11,2,1,4,4,1,0,0,55,39,0
7985,54,4,236958,11,9,2,10,1,4,1,0,0,33,39,0
7986,56,4,195571,11,10,2,5,4,4,1,0,0,40,39,0
7987,76,4,304951,11,10,2,1,3,4,0,0,0,46,39,0
7988,21,4,124621,11,10,2,10,0,4,0,4000,0,40,39,0
7989,52,4,301995,15,11,2,8,0,4,1,0,0,40,39,0
7990,42,2,30022,6,13,4,4,0,4,0,0,0,76,39,0
7991,53,6,293127,11,12,4,8,3,2,1,0,0,36,39,0
7992,56,2,86190,11,13,2,3,1,4,0,0,0,40,39,0
7993,27,4,174877,15,15,2,12,0,4,1,0,0,39,39,0
7994,58,4,334514,1,13,0,12,1,4,0,0,0,46,39,0
7995,61,4,35934,15,9,4,3,3,4,1,0,0,40,39,0
7996,35,0,325645,11,9,0,8,4,4,0,0,0,40,39,0
7997,24,5,168965,6,9,4,9,0,2,1,0,0,41,39,0
7998,25,0,387726,11,9,3,8,0,4,0,0,0,64,39,0
7999,62,4,384770,9,9,4,8,4,4,0,0,0,40,39,0
8000,37,4,115753,11,12,6,14,5,4,1,0,0,39,39,0
8001,24,4,148271,11,9,0,8,0,4,1,0,0,35,39,0
8002,26,0,18197,6,13,5,1,3,4,0,0,0,46,39,0
8003,59,4,44803,9,9,0,10,3,2,1,0,0,60,39,0
8004,22,4,266520,15,9,4,0,5,4,0,0,0,16,39,0
8005,53,6,275389,15,15,2,12,3,4,1,0,0,40,39,0
8006,52,4,198527,15,10,4,10,1,4,1,0,0,40,39,0
8007,33,5,405463,15,5,2,10,2,1,0,0,0,34,39,0
8008,21,2,219221,14,15,4,4,0,4,1,0,0,34,28,0
8009,45,1,207396,15,13,4,10,1,4,0,0,0,40,39,0
8010,35,4,417288,15,11,4,3,1,4,1,0,0,50,18,0
8011,41,6,160096,15,9,2,10,0,4,0,0,0,59,39,0
8012,25,6,38891,9,9,4,4,0,4,0,0,0,28,39,0
8013,32,4,166009,12,10,2,12,0,4,0,2000,0,40,39,0
8014,39,0,201483,8,13,2,7,1,4,1,0,0,40,39,0
8015,28,2,201483,11,9,4,12,0,4,0,0,0,40,39,0
8016,26,8,130534,15,3,2,12,0,2,1,0,0,39,39,0
8017,18,6,248783,11,9,2,1,1,4,1,0,0,40,39,0
8018,27,4,204440,9,3,4,13,0,4,0,0,0,40,39,0
8019,45,6,89147,0,10,2,6,2,4,1,18800,0,32,39,1
8020,39,4,189658,15,7,2,12,1,4,0,0,0,40,39,0
8021,47,4,30022,11,10,2,0,0,4,1,0,0,60,39,0
8022,35,4,180790,11,9,0,3,3,4,1,0,0,40,39,0
8023,38,4,257652,11,13,0,10,1,4,1,99400,0,20,39,1
8024,24,4,228089,15,4,2,0,0,4,1,0,0,1,39,0
8025,40,0,195571,9,10,2,10,1,4,1,0,0,40,39,0
8026,33,4,520756,9,9,2,12,4,4,1,0,0,40,39,0
8027,52,4,497107,11,8,2,7,4,4,1,0,0,47,3,0
8028,20,4,24109,0,13,2,1,2,4,1,0,0,40,27,0
8029,25,4,142359,15,11,2,12,0,4,1,0,1742,40,39,0
8030,41,4,325645,11,14,6,12,0,4,0,0,0,17,39,0
8031,40,2,192615,12,7,2,14,0,2,1,0,0,60,39,0
8032,46,4,192615,11,14,2,5,0,4,1,0,0,40,39,0
8033,45,0,47759,1,9,0,8,1,3,0,0,0,40,39,0
8034,51,4,301995,10,14,4,11,4,4,1,0,0,43,24,0
8035,64,4,103928,11,9,4,4,0,3,0,0,0,46,39,0
8036,31,4,319733,11,14,2,1,3,4,1,0,0,34,39,0
8037,48,4,192615,15,14,2,10,1,4,1,0,0,96,39,0
8038,60,4,65497,11,10,2,4,0,4,1,0,0,40,39,0
8039,26,4,375901,11,9,2,6,1,2,0,0,0,40,39,0
8040,50,6,177833,9,11,6,4,0,4,1,0,0,20,39,0
8041,51,4,127578,15,6,0,3,0,4,1,0,0,40,39,0
8042,26,4,222177,11,14,2,12,1,4,1,0,0,55,39,0
8043,38,4,550319,11,8,2,0,4,4,1,0,0,11,39,0
8044,45,7,32978,1,14,4,4,0,4,1,0,0,37,39,0
8045,42,4,80278,11,9,2,9,0,4,1,0,0,25,39,0
8046,36,4,68453,9,13,0,4,4,4,0,0,0,35,27,0
8047,23,4,112796,10,10,4,3,0,4,0,0,0,40,39,0
8048,54,4,299039,12,10,2,5,0,4,0,0,0,50,39,0
8049,32,4,157140,11,13,4,3,0,4,1,0,0,21,39,0
8050,64,6,231046,11,10,6,4,0,4,0,0,0,50,39,0
8051,39,6,24109,1,6,2,14,0,4,1,0,0,40,39,0
8052,26,4,310864,15,7,2,4,0,4,1,0,0,25,39,0
8053,62,4,204440,5,9,5,3,1,4,1,0,0,61,39,0
8054,26,4,65497,11,10,4,8,0,4,0,0,0,40,39,0
8055,47,4,154184,5,4,2,4,3,2,1,0,0,40,39,0
8056,22,4,171921,15,9,4,7,1,4,0,0,0,29,39,0
8057,29,6,112796,11,13,2,10,0,4,1,0,0,50,39,0
8058,40,2,130534,0,9,2,8,3,4,0,0,0,40,39,0
8059,30,4,343382,9,9,2,7,1,4,1,0,0,44,39,0
8060,34,4,228089,11,11,2,5,0,4,0,0,1760,45,39,0
8061,33,7,571012,11,9,2,8,0,4,0,0,0,40,39,0
8062,59,4,109840,11,9,4,4,0,4,1,0,0,38,39,0
8063,29,1,171921,9,13,0,10,0,4,0,0,0,29,39,0
8064,43,6,112796,8,10,4,8,0,1,1,0,0,40,39,0
8065,30,4,239914,15,10,2,3,3,4,0,0,0,40,39,0
8066,46,4,130534,11,9,2,12,5,4,0,0,0,40,39,0
8067,46,4,65497,11,9,4,7,1,4,1,0,0,47,39,0
8068,28,4,130534,15,14,2,14,1,4,1,0,0,40,39,0
8069,22,4,115753,9,13,2,3,1,4,1,0,0,40,39,0
8070,20,4,98015,0,9,0,1,0,4,1,0,0,40,39,0
8071,38,4,201483,12,13,2,3,1,4,1,0,0,40,39,0
8072,39,4,109840,9,11,2,0,3,4,1,0,0,60,39,0
8073,44,4,367032,0,4,2,3,3,4,1,0,0,29,39,0
8074,21,4,130534,9,9,2,0,1,4,1,0,0,40,39,0
8075,19,4,316776,11,9,4,12,5,4,1,0,0,40,39,0
8076,62,4,242871,5,11,2,11,0,4,0,0,0,50,28,0
8077,19,4,313820,15,10,0,14,3,4,1,0,0,40,39,0
8078,38,0,186702,15,9,2,14,1,4,1,2400,0,50,39,0
8079,36,0,115753,11,13,2,4,1,4,1,0,1795,50,39,0
8080,48,4,520756,3,9,2,7,0,4,1,0,0,40,39,0
8081,37,4,216265,8,14,4,0,4,4,1,0,0,40,7,0
8082,34,4,278345,11,10,2,1,1,4,1,0,0,10,39,0
8083,35,4,301995,7,1,4,1,1,4,0,0,0,54,39,0
8084,35,4,195571,9,13,4,7,1,4,0,0,0,40,39,0
8085,27,4,408420,9,9,6,8,0,4,1,0,0,40,39,0
8086,44,4,210352,12,11,5,8,3,4,0,0,0,40,39,0
8087,22,4,272433,12,10,2,4,0,4,1,0,0,40,39,0
8088,60,4,216265,12,10,2,7,0,4,0,0,2056,40,39,0
8089,23,2,251739,11,9,4,13,3,4,0,0,1638,40,39,0
8090,27,4,127578,7,5,3,10,3,4,1,0,0,40,39,0
8091,68,2,239914,12,9,2,12,0,4,1,0,0,60,39,0
8092,33,4,121665,9,9,0,3,0,4,1,0,2187,50,39,0
8093,23,4,290170,12,10,2,10,0,4,1,0,0,40,39,0
8094,42,4,30022,11,13,0,8,3,4,1,0,4078,40,0,0
8095,23,4,210352,4,9,3,12,3,4,0,0,0,40,39,0
8096,25,4,183746,6,13,0,3,0,4,1,0,0,8,39,0
8097,42,4,248783,11,9,4,8,0,4,0,0,0,34,39,0
8098,24,4,168965,12,9,2,12,0,4,0,0,0,46,39,0
8099,28,4,177833,9,12,6,0,1,4,0,0,0,40,39,0
8100,52,4,103928,11,11,3,8,4,4,1,0,0,40,39,0
8101,18,4,145315,0,10,5,7,1,4,1,0,0,40,39,0
8102,24,4,80278,9,9,2,10,1,4,0,0,0,48,39,0
8103,35,4,151227,2,4,2,3,0,4,1,0,0,21,39,0
8104,43,4,429113,9,10,2,14,1,4,1,0,0,40,39,0
8105,33,7,71409,9,10,2,7,0,4,1,0,0,40,39,0
8106,46,4,254696,14,10,2,1,1,4,1,0,0,54,4,0
8107,37,4,56628,9,10,2,3,0,4,1,13400,0,60,26,1
8108,55,2,213308,9,9,2,7,4,4,0,0,0,40,39,0
8109,36,4,429113,15,10,0,12,4,4,0,0,0,40,39,0
8110,53,4,263564,7,9,2,1,3,4,1,0,0,48,39,0
8111,51,4,322689,15,10,0,1,3,4,0,0,0,49,39,0
8112,29,5,189658,15,9,6,12,0,4,0,0,0,40,39,0
8113,38,1,32978,11,12,4,12,4,4,1,0,0,50,39,0
8114,45,4,275389,1,7,2,13,4,4,0,0,0,16,39,0
8115,40,4,239914,11,10,2,1,0,4,1,0,0,48,39,0
8116,38,2,106884,14,10,2,12,0,4,0,0,0,29,39,0
8117,53,4,100971,2,15,4,10,1,4,1,0,0,35,39,0
8118,30,4,83234,12,10,2,10,0,4,1,0,0,31,39,0
8119,21,4,157140,11,10,2,3,1,1,0,0,0,40,39,0
8120,37,4,115753,15,10,0,7,0,4,1,0,0,40,39,0
8121,57,4,177833,15,4,0,5,4,4,0,0,0,49,39,0
8122,68,4,127578,11,9,2,14,1,4,1,0,0,40,39,0
8123,40,4,269477,12,9,2,10,4,1,0,0,0,38,39,0
8124,23,4,310864,11,13,5,12,3,4,0,0,0,40,39,0
8125,38,5,467544,15,7,2,12,0,4,0,0,0,41,39,0
8126,61,4,142359,12,9,4,3,0,4,1,0,0,47,39,0
8127,53,4,222177,11,9,2,1,1,4,0,0,52,40,39,0
8128,39,6,316776,9,11,4,4,0,4,1,0,0,60,39,0
8129,24,1,248783,11,13,0,12,0,4,1,0,0,40,39,0
8130,77,2,106884,1,8,4,0,3,4,1,0,0,20,39,0
8131,30,4,189658,11,10,4,14,4,4,1,0,0,40,39,0
8132,32,4,115753,12,13,2,6,1,4,0,0,0,45,39,0
8133,38,4,440938,9,9,2,8,1,4,1,0,0,40,39,0
8134,52,4,352251,14,10,4,4,0,4,1,0,1638,25,39,0
8135,32,4,192615,6,9,2,1,0,4,0,1800,0,40,39,0
8136,48,4,231046,15,9,2,1,4,4,0,0,26,40,39,0
8137,37,6,219221,9,13,2,4,1,4,1,1400,0,40,39,0
8138,53,4,168965,11,9,2,10,0,4,1,0,1524,43,39,0
8139,42,4,157140,11,12,4,4,0,4,1,0,0,9,39,0
8140,33,5,204440,8,8,4,12,0,4,1,0,0,40,38,0
8141,63,0,124621,9,10,4,8,4,4,1,0,0,40,39,0
8142,20,2,272433,15,4,2,10,3,4,1,0,0,40,39,0
8143,29,4,364076,9,9,2,14,0,4,1,2800,0,40,39,0
8144,18,5,290170,11,11,2,3,3,4,1,0,0,40,39,0
8145,31,4,118709,11,11,0,7,2,4,1,0,2012,54,39,0
8146,62,4,163052,15,10,0,4,3,4,0,0,0,60,39,0
8147,30,1,163052,15,9,2,8,0,4,0,0,0,50,39,0
8148,29,6,310864,11,9,4,0,0,4,1,0,0,40,39,0
8149,22,4,239914,0,9,1,8,3,4,1,0,0,38,39,0
8150,73,4,408420,1,11,2,4,0,4,0,0,0,40,39,0
8151,25,4,301995,8,9,3,12,1,4,1,0,0,40,39,0
8152,23,4,251739,9,15,2,4,0,4,1,0,0,40,39,0
8153,20,6,44803,0,10,4,3,0,2,0,0,0,40,39,0
8154,53,4,121665,11,9,2,12,3,4,1,0,0,25,25,0
8155,51,4,180790,7,11,2,1,0,4,0,0,0,40,39,0
8156,24,4,207396,11,6,2,4,0,4,1,0,0,34,26,0
8157,57,4,299039,11,9,2,7,1,4,1,0,0,47,39,0
8158,19,5,145315,11,10,2,10,1,4,0,0,0,43,39,0
8159,22,0,234002,9,14,5,12,0,4,0,0,0,40,39,0
8160,21,4,225133,11,9,2,14,1,4,1,6000,0,45,39,0
8161,28,4,77322,9,1,4,13,5,4,1,0,0,40,39,0
8162,42,2,163052,0,15,6,7,4,4,0,0,0,5,0,0
8163,33,6,192615,11,11,2,10,1,4,1,0,0,40,39,0
8164,22,3,337470,11,10,2,4,4,4,1,0,1873,40,39,0
8165,51,4,139402,9,9,4,9,1,4,1,0,0,35,39,0
8166,26,4,163052,15,10,2,14,2,4,1,0,0,6,39,0
8167,41,4,245827,11,9,4,4,1,4,1,0,0,55,39,0
8168,49,4,189658,9,13,2,4,0,2,1,0,0,40,39,0
8169,55,7,195571,15,10,2,10,4,4,1,0,0,40,39,0
8170,27,4,71409,9,10,3,4,1,4,1,0,0,40,39,0
8171,42,4,207396,3,9,4,11,1,4,1,0,0,40,39,0
8172,20,4,30022,15,10,0,8,3,4,1,0,0,40,39,0
8173,39,2,133490,11,11,2,8,1,4,0,2000,0,5,39,0
8174,46,2,80278,8,9,2,7,0,4,1,0,0,50,39,0
8175,27,4,222177,14,10,4,12,0,4,0,0,0,40,39,0
8176,35,4,166009,15,9,2,12,2,4,1,0,0,40,39,0
8177,37,2,95059,15,3,4,8,0,4,0,8200,0,40,39,0
8178,31,4,435026,15,4,2,6,0,4,0,0,0,37,39,0
8179,49,4,186702,12,9,2,2,1,2,0,0,0,40,39,0
8180,41,4,41847,7,11,4,3,1,4,1,0,0,64,39,0
8181,23,4,145315,9,10,4,8,0,4,0,0,0,40,39,0
8182,43,1,204440,15,11,0,8,1,4,1,0,0,40,39,0
8183,19,0,139402,15,10,6,5,0,4,1,0,0,25,39,0
8184,19,6,201483,3,10,4,12,3,4,1,4400,0,48,39,0
8185,45,4,171921,9,9,2,10,0,4,1,0,0,29,4,0
8186,64,2,133490,11,9,2,8,0,4,0,0,0,20,39,0
8187,68,4,189658,11,9,4,4,5,4,1,0,0,40,27,0
8188,43,0,168965,1,16,0,7,0,4,1,0,0,21,5,0
8189,40,4,142359,9,9,4,3,3,4,1,0,0,40,39,0
8190,40,4,157140,12,9,2,4,1,4,1,0,0,40,39,0
8191,46,4,219221,15,9,0,1,1,4,1,0,1821,18,40,0
8192,28,4,222177,8,9,4,5,3,4,1,0,0,92,39,0
8193,31,4,423201,12,10,0,7,0,4,1,0,0,40,39,0
8194,23,4,269477,15,9,4,12,3,4,1,0,0,76,39,0
8195,36,5,154184,1,13,4,6,1,4,1,0,0,22,39,0
8196,41,2,166009,1,9,2,3,0,4,0,0,0,40,39,0
8197,51,6,83234,15,13,0,10,5,4,1,0,1673,40,39,0
8198,27,6,171921,11,7,0,6,1,4,1,0,0,60,39,0
8199,45,4,1487444,9,13,2,8,0,4,0,0,0,50,39,0
8200,42,4,136446,9,10,4,4,3,4,1,0,0,46,0,0
8201,32,6,127578,15,10,2,1,3,4,0,0,0,47,39,0
8202,22,4,160096,15,9,4,3,0,4,1,0,0,37,39,0
8203,55,4,405463,11,9,4,1,0,4,1,0,0,40,39,0
8204,46,4,71409,15,9,0,8,3,1,1,0,0,40,39,0
8205,44,4,405463,11,9,4,3,1,4,0,0,0,50,39,0
8206,34,4,65497,14,10,4,7,4,4,0,0,0,39,39,0
8207,67,4,204440,15,5,0,12,1,2,1,0,0,50,39,0
8208,48,4,210352,9,7,5,1,1,4,0,0,0,53,39,0
8209,36,4,127578,9,9,4,10,3,4,1,0,0,40,39,0
8210,29,6,346339,11,9,2,1,0,4,1,0,1969,44,39,0
8211,27,4,166009,5,10,2,0,0,4,1,0,0,10,39,0
8212,49,0,89147,8,12,2,12,0,4,1,0,0,40,39,0
8213,25,4,180790,11,9,4,0,1,4,1,0,0,40,39,0
8214,42,4,195571,15,3,4,12,3,4,1,0,0,40,3,0
8215,35,4,269477,8,9,2,1,1,4,1,0,0,5,14,0
8216,38,2,103928,9,10,4,10,0,4,1,0,0,20,39,0
8217,20,4,378857,15,15,2,0,0,4,1,0,0,31,39,0
8218,29,0,402507,9,9,2,3,4,4,1,0,0,85,39,0
8219,47,4,68453,11,14,2,3,0,4,1,0,0,35,4,0
8220,52,4,248783,15,13,2,3,0,4,0,0,0,50,39,0
8221,63,0,27066,15,9,2,14,1,2,1,0,0,16,39,0
8222,32,4,106884,15,13,0,2,0,4,0,0,0,40,39,0
8223,46,4,310864,11,10,5,3,0,4,1,0,0,92,39,0
8224,19,5,222177,3,10,2,3,0,2,1,0,0,50,39,0
8225,41,4,299039,11,14,4,10,1,4,1,0,0,40,39,0
8226,55,1,103928,15,4,2,12,5,4,1,0,0,40,39,0
8227,41,6,180790,11,13,6,12,1,4,0,0,0,40,39,0
8228,28,4,145315,9,9,2,4,0,2,1,0,0,34,39,0
8229,39,4,269477,8,14,5,0,0,4,0,0,0,40,39,0
8230,56,4,186702,11,9,0,4,1,2,1,0,0,40,40,0
8231,22,4,109840,11,10,6,10,0,4,1,0,0,40,39,0
8232,37,4,148271,0,9,4,3,3,4,1,0,0,47,2,0
8233,51,4,245827,14,9,0,13,0,2,1,0,0,4,39,0
8234,48,4,12285,11,12,4,10,3,4,1,0,0,47,39,0
8235,31,8,127578,11,10,4,3,1,2,1,3600,0,40,39,0
8236,26,7,396595,15,9,4,10,3,4,1,0,0,50,27,0
8237,43,2,115753,5,7,4,0,4,4,1,0,0,36,39,0
8238,24,1,337470,0,15,2,12,0,4,1,0,0,40,39,0
8239,39,2,343382,15,13,2,0,1,4,1,0,0,50,39,0
8240,45,7,174877,4,11,5,4,4,4,1,0,0,40,14,0
8241,31,4,225133,11,6,2,12,4,4,1,0,0,40,39,0
8242,30,4,133490,15,5,2,4,3,4,0,0,0,16,39,0
8243,30,4,68453,12,9,4,14,1,4,1,0,0,15,39,0
8244,24,4,89147,9,10,2,10,1,4,1,0,0,50,39,0
